name,url,price,review_count
"Laptop LENOVO IdeaPad Slim 3, Intel Core i5-12450H pana la 4.4Ghz, 15.6"" Full HD, 8GB, SSD 1 TB, Intel UHD Graphics, No OS, Abyss Blue",https://www.flanco.ro/laptop-lenovo-ideapad-slim-3-intel-core-i5-12450h-pana-la-4-4ghz-15-6-full-hd-8gb-ssd-1-tb-intel-uhd-graphics-no-os-abyss-blue.html,"2.399,99lei",0Recenzii
"Telefon mobil Apple iPhone 13 5G, 128GB, Midnight",https://www.flanco.ro/telefon-mobil-apple-iphone-13-5g-128gb-midnight.html,"4.449,99lei",23Recenzii
"Telefon mobil Allview Soul X5, 32GB, 4GB, Dual SIM, Negru",https://www.flanco.ro/telefon-mobil-allview-soul-x5-32gb-4g-dual-sim-negru.html,"1.099,99lei",15Recenzii
"Telefon mobil Apple iPhone 13 5G, 128GB, Starlight",https://www.flanco.ro/telefon-mobil-apple-iphone-13-5g-128gb-starlight.html,"2.699,99lei",15Recenzii
"Telefon mobil Allview A20 Lite, 32GB, Dual SIM, Blue Gradient",https://www.flanco.ro/telefon-mobil-allview-a20-lite-32gb-dual-sim-blue-gradient.html,"299,99lei",14Recenzii
"Telefon Mobil Apple iPhone 15 Pro Max 5G, 256GB, Black Titanium",https://www.flanco.ro/telefon-mobil-apple-iphone-15-pro-max-5g-256gb-black-titanium.html,"6.299,99lei",8Recenzii
"Telefon mobil Allview A30 Max, Dual SIM, 32GB, 1 GB RAM, Blue",https://www.flanco.ro/telefon-mobil-allview-a30-max-dual-sim-32gb-1-gb-ram-blue.html,"349,99lei",7Recenzii
"Telefon mobil Allview A20 Max, 16GB, Dual SIM, Dark Blue Gradient",https://www.flanco.ro/telefon-mobil-allview-a20-max-16gb-dual-sim-dark-blue-gradient.html,"499,99lei",6Recenzii
"Telefon mobil Allview Soul X8 Style, 32GB, 3GB RAM, Dual SIM, Dark Blue",https://www.flanco.ro/telefon-mobil-allview-soul-x8-style-32gb-3gb-ram-dual-sim-dark-blue.html,"999,99lei",6Recenzii
"Telefon mobil Apple iPhone 13 5G, 128GB, Green",https://www.flanco.ro/telefon-mobil-apple-iphone-13-5g-128gb-green.html,"4.699,99lei",6Recenzii
"Telefon mobil Motorola Edge 50 Fusion 5G, 256GB, 8GB RAM, Dual SIM, Forest Blue",https://www.flanco.ro/telefon-mobil-motorola-edge-50-fusion-5g-256gb-8gb-ram-dual-sim-forest-blue.html,"1.299,00lei",6Recenzii
"Telefon mobil Apple iPhone 14 5G, 128GB, Blue",https://www.flanco.ro/telefon-mobil-apple-iphone-14-5g-128gb-blue.html,"4.899,99lei",5Recenzii
"Telefon mobil Xiaomi 14T Pro, 512 GB, 12 GB RAM, Dual SIM, Titan Black",https://www.flanco.ro/telefon-mobil-xiaomi-14t-pro-512-gb-12-gb-ram-dual-sim-titan-black.html,"4.299,99lei",5Recenzii
"Telefon mobil Apple iPhone 14 5G, 128GB, Purple",https://www.flanco.ro/telefon-mobil-apple-iphone-14-5g-128gb-purple.html,"4.899,99lei",4Recenzii
"Telefon mobil Apple iPhone 14 5G, 128GB, Starlight",https://www.flanco.ro/telefon-mobil-apple-iphone-14-5g-128gb-starlight.html,"4.899,99lei",4Recenzii
"Telefon mobil Apple iPhone 12 5G, 64GB, White",https://www.flanco.ro/telefon-mobil-apple-iphone-12-5g-64gb-white.html,"3.999,99lei",3Recenzii
"Telefon mobil Allview Soul X10, Dual SIM, 128GB, 6 GB RAM, Auriu",https://www.flanco.ro/telefon-mobil-allview-soul-x10-dual-sim-128gb-6-gb-ram-auriu.html,"649,99lei",3Recenzii
"Telefon mobil Apple iPhone 15, 128 GB, 5G, Blue",https://www.flanco.ro/telefon-mobil-apple-iphone-15-128-gb-5g-blue.html,"4.749,99lei",3Recenzii
"Telefon mobil Motorola Moto g54 5G, 8GB RAM, 256GB, Midnight Blue",https://www.flanco.ro/telefon-mobil-motorola-moto-g54-5g-8gb-ram-256gb-midnight-blue.html,"799,99lei",3Recenzii
"Telefon mobil Xiaomi 14 5G, 512GB, 12GB RAM, Dual SIM, Black",https://www.flanco.ro/telefon-mobil-xiaomi-14-5g-512gb-12gb-ram-dual-sim-black.html,"5.299,99lei",3Recenzii
"Telefon mobil Allview A10 Max, 16GB, Dual SIM, Turcoaz Gradient",https://www.flanco.ro/telefon-mobil-allview-a10-max-16gb-dual-sim-turcoaz-gradient.html,"399,99lei",2Recenzii
"Telefon mobil Allview A30 PLUS, 32GB, 2GB RAM, Dual SIM, Blue",https://www.flanco.ro/telefon-mobil-allview-a30-plus-32gb-2gb-ram-dual-sim-blue.html,"379,99lei",2Recenzii
"Telefon mobil OPPO Reno10 5G, 256GB, 8GB RAM, Dual SIM, Silvery Grey",https://www.flanco.ro/telefon-mobil-oppo-reno10-5g-256gb-8gb-ram-dual-sim-silvery-grey.html,"2.499,99lei",2Recenzii
"Telefon mobil Xiaomi Redmi 13C, 128GB, 4GB RAM, Dual SIM, Midnight Black",https://www.flanco.ro/telefon-mobil-xiaomi-redmi-13c-128gb-4gb-ram-dual-sim-midnight-black.html,"649,99lei",2Recenzii
